EASTING,NORTHING,DIP,DIP_DIR,count,kappa,beta
239642,6336727,19,48,1,1e-06,4.99e-07
239642,6338727,30,76,1,1e-06,0.0
239642,6342727,22,342,1,1e-06,0.0
239642,6344727,28,338,2,1e-06,4.99e-07
239642,6452727,54,345,1,1e-06,0.0
240642,6234727,7,310,1,1e-06,0.0
240642,6235727,14,173,2,1e-06,0.0
240642,6236727,5,151,3,1e-06,0.0
240642,6271727,25,115,1,1e-06,0.0
240642,6276727,8,95,1,1e-06,0.0
240642,6281727,22,86,2,1e-06,4.99e-07
240642,6296727,8,167,1,1e-06,4.99e-07
240642,6306727,34,230,1,1e-06,0.0
240642,6308727,42,250,1,1e-06,4.99e-07
240642,6309727,43,263,1,1e-06,4.99e-07
240642,6310727,39,262,1,1e-06,4.99e-07
240642,6312727,35,258,1,1e-06,4.99e-07
240642,6313727,22,145,4,1e-06,0.0
240642,6314727,18,129,2,18.56702032368622,8.57162841170466
240642,6315727,34,181,1,1e-06,0.0
240642,6316727,32,248,8,1e-06,4.99e-07
240642,6317727,60,268,1,1e-06,4.99e-07
240642,6318727,64,255,2,1e-06,0.0
240642,6319727,63,253,4,1e-06,0.0
240642,6320727,69,250,1,1e-06,4.99e-07
240642,6321727,63,252,2,1e-06,0.0
240642,6322727,74,259,3,1e-06,0.0
240642,6323727,63,266,9,1e-06,0.0
240642,6324727,62,273,1,1e-06,4.99e-07
240642,6325727,75,274,2,1e-06,0.0
240642,6328727,46,284,1,1e-06,4.99e-07
240642,6329727,52,293,1,1e-06,4.99e-07
240642,6331727,37,288,3,1e-06,0.0
240642,6332727,34,267,1,1e-06,4.99e-07
240642,6333727,29,286,1,1e-06,4.99e-07
240642,6337727,15,8,2,1e-06,0.0
240642,6338727,7,334,2,1e-06,4.99e-07
240642,6339727,11,10,1,1e-06,4.99e-07
240642,6340727,16,350,1,1e-06,0.0
240642,6341727,14,3,1,1e-06,4.99e-07
240642,6342727,38,53,1,1e-06,4.99e-07
240642,6344727,39,331,1,1e-06,0.0
240642,6347727,18,311,2,1e-06,4.99e-07
240642,6349727,29,285,1,1e-06,4.99e-07
240642,6352727,39,270,1,inf,0.0
240642,6353727,49,275,1,1e-06,4.99e-07
240642,6355727,39,270,1,inf,0.0
240642,6359727,39,270,1,inf,0.0
240642,6447727,39,100,1,1e-06,0.0
241642,6288727,10,21,4,1e-06,0.0
241642,6296727,13,180,1,1e-06,0.0
241642,6307727,37,249,5,1e-06,0.0
241642,6308727,17,261,4,1e-06,4.99e-07
241642,6310727,52,251,1,1e-06,4.99e-07
241642,6312727,16,99,3,1e-06,4.99e-07
241642,6313727,26,218,5,1e-06,4.99e-07
241642,6314727,51,248,4,1e-06,4.99e-07
