,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
145,591,200301,139.0458053,-33.5771375,639,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,65,2,15/06/1994,,,,0,10,,,,,,0,,,318631.0,6283017.56443,318631.289084,6283017.56443,318631.289084,6283017.56443,65.0,88.0,POINT (318631.2890840855 6283017.564431053)
151,604,200323,139.0641673,-33.5726455,651,Tarcowie Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,258,266,2,M,51,2,16/06/1991,,,,0,10,,,,,,0,,,320326.0,6283547.71788,320326.409028,6283547.71788,320326.409028,6283547.71788,51.0,266.0,POINT (320326.40902763524 6283547.717884878)
152,606,200324,139.0636723,-33.5724645,652,Tarcowie Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,260,268,2,M,46,2,16/06/1994,,,,0,10,,,,,,0,,,320280.0,6283566.93094,320280.08368,6283566.93094,320280.08368,6283566.93094,46.0,268.0,POINT (320280.0836798637 6283566.930937472)
153,610,200326,139.0624783,-33.5726075,654,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,247,255,2,M,46,2,16/06/1994,,,,0,10,,,,,,0,,,320170.0,6283549.00011,320169.542907,6283549.00011,320169.542907,6283549.00011,46.0,255.0,POINT (320169.54290745524 6283549.000110753)
154,611,200327,139.0618013,-33.5730335,655,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,250,258,2,M,84,2,16/06/1994,,,,0,50,,,,,,0,,,320108.0,6283500.58291,320107.58206,6283500.58291,320107.58206,6283500.58291,84.0,258.0,POINT (320107.58205960353 6283500.582906846)
157,636,200591,139.0511753,-33.5765715,678,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,254,262,2,M,32,2,16/06/1994,,,,0,10,,,,,,0,,,319129.0,6283089.7247,319128.572639,6283089.7247,319128.572639,6283089.7247,32.0,262.0,POINT (319128.5726391666 6283089.724704532)
158,638,200592,139.0500653,-33.5762095,679,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,90,98,2,M,27,2,16/06/1994,,,,0,10,,,,,,0,,,319025.0,6283127.92937,319024.781526,6283127.92937,319024.781526,6283127.92937,27.0,98.0,POINT (319024.78152620257 6283127.929365028)
159,640,200593,139.0496673,-33.5757885,680,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,83,91,2,M,10,2,16/06/1994,,,,0,50,,,,,,0,,,318987.0,6283173.92069,318986.957955,6283173.92069,318986.957955,6283173.92069,10.0,91.0,POINT (318986.95795479114 6283173.920685027)
161,643,200595,139.0525553,-33.5798795,682,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,248,256,2,M,42,2,16/06/1994,,,,0,50,,,,,,0,,,319264.0,6282725.29218,319263.56928,6282725.29218,319263.56928,6282725.29218,42.0,256.0,POINT (319263.5692800891 6282725.292183956)
162,645,200596,139.0537843,-33.5782575,683,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,54,2,16/06/1994,,,,0,50,,,,,,0,,,319374.0,6282907.30938,319374.265595,6282907.30938,319374.265595,6282907.30938,54.0,270.0,POINT (319374.26559484977 6282907.309376339)
163,647,200597,139.0531683,-33.5778475,684,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,263,271,2,M,58,2,16/06/1994,,,,0,10,,,,,,0,,,319316.0,6282951.70173,319316.232053,6282951.70173,319316.232053,6282951.70173,58.0,271.0,POINT (319316.2320529553 6282951.701725264)
164,648,200598,139.0535793,-33.5752755,685,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,252,260,2,M,41,2,16/06/1994,,,,0,50,,,,,,0,,,319349.0,6283237.64193,319349.021515,6283237.64193,319349.021515,6283237.64193,41.0,260.0,POINT (319349.0215148495 6283237.64192686)
165,650,200599,139.0545743,-33.5747655,686,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,253,261,2,M,57,2,16/06/1994,,,,0,10,,,,,,0,,,319440.0,6283295.93403,319440.320827,6283295.93403,319440.320827,6283295.93403,57.0,261.0,POINT (319440.3208267477 6283295.934030748)
167,653,200601,139.0555593,-33.5744215,689,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,58,2,16/06/1994,,,,0,50,,,,,,0,,,319531.0,6283335.79916,319531.038573,6283335.79916,319531.038573,6283335.79916,58.0,270.0,POINT (319531.0385727265 6283335.799159942)
168,654,200602,139.0560863,-33.5744925,690,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,257,265,2,M,54,2,16/06/1994,,,,0,10,,,,,,0,,,319580.0,6283328.84394,319580.106045,6283328.84394,319580.106045,6283328.84394,54.0,265.0,POINT (319580.1060450096 6283328.843935885)
169,657,200604,139.0574553,-33.5742835,692,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,256,264,2,M,80,2,16/06/1994,,,,0,10,,,,,,0,,,319707.0,6283354.4055,319706.750977,6283354.4055,319706.750977,6283354.4055,80.0,264.0,POINT (319706.7509769504 6283354.405496998)
175,665,200611,139.0599263,-33.6144475,699,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,260,268,2,M,75,2,16/06/1994,,,,0,10,,,,,,0,,,320020.0,6278904.69601,320019.606058,6278904.69601,320019.606058,6278904.69601,75.0,268.0,POINT (320019.60605826904 6278904.69601438)
176,688,200682,139.0613163,-33.6138165,704,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,251,259,2,M,69,2,16/06/1994,,,,0,50,,,,,,0,,,320147.0,6278977.08892,320147.264125,6278977.08892,320147.264125,6278977.08892,69.0,259.0,POINT (320147.26412514836 6278977.088923125)
177,687,200612,139.0604833,-33.6139865,700,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,251,259,2,M,72,2,16/06/1994,,,,0,10,,,,,,0,,,320070.0,6278956.78801,320070.328174,6278956.78801,320070.328174,6278956.78801,72.0,259.0,POINT (320070.32817350223 6278956.788006755)
178,689,200683,139.0596443,-33.6149085,705,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,254,262,2,M,66,2,16/06/1994,,,,0,50,,,,,,0,,,319994.0,6278853.08232,319994.399885,6278853.08232,319994.399885,6278853.08232,66.0,262.0,POINT (319994.39988475153 6278853.082315026)
179,690,200684,139.0646463,-33.6164735,707,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,256,264,2,M,78,2,16/06/1994,,,,0,250,,,,,,0,,,320462.0,6278688.22366,320461.747994,6278688.22366,320461.747994,6278688.22366,78.0,264.0,POINT (320461.7479936449 6278688.223661946)
180,693,200689,139.0593033,-33.6078405,709,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,248,256,2,M,85,2,16/06/1994,,,,0,250,,,,,,0,,,319948.0,6279636.30066,319948.058792,6279636.30066,319948.058792,6279636.30066,85.0,256.0,POINT (319948.0587919218 6279636.3006590735)
181,694,200858,139.0574293,-33.6082435,711,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,252,260,2,M,44,2,16/06/1994,,,,0,50,,,,,,0,,,319775.0,6279588.3467,319775.007787,6279588.3467,319775.007787,6279588.3467,44.0,260.0,POINT (319775.00778701156 6279588.346696492)
184,720,201048,139.0493013,-33.6098875,738,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,90,98,2,M,47,2,16/06/1994,,,,0,50,,,,,,0,,,319024.0,6279391.84481,319024.243659,6279391.84481,319024.243659,6279391.84481,47.0,98.0,POINT (319024.24365881586 6279391.844814381)
185,722,201300,139.0479873,-33.6103075,739,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,35,2,16/06/1994,,,,0,50,,,,,,0,,,318903.0,6279342.96902,318903.197826,6279342.96902,318903.197826,6279342.96902,35.0,88.0,POINT (318903.1978259427 6279342.969019756)
186,724,201301,139.0424683,-33.6156205,740,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,62,2,16/06/1994,,,,0,10,,,,,,0,,,318402.0,6278744.10205,318402.246218,6278744.10205,318402.246218,6278744.10205,62.0,88.0,POINT (318402.246217677 6278744.10204805)
187,728,201303,139.0398383,-33.6161555,742,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,79,2,16/06/1994,,,,0,50,,,,,,0,,,318159.0,6278680.15203,318159.351474,6278680.15203,318159.351474,6278680.15203,79.0,88.0,POINT (318159.35147436924 6278680.152032331)
198,764,202868,139.0443193,-33.6150335,771,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,67,2,16/06/1994,,,,0,10,,,,,,0,,,318573.0,6278812.44632,318572.756609,6278812.44632,318572.756609,6278812.44632,67.0,88.0,POINT (318572.7566090246 6278812.446317827)
199,766,202941,139.0438293,-33.6138425,772,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,84,92,2,M,63,2,16/06/1994,,,,0,10,,,,,,0,,,318525.0,6278943.66425,318524.795378,6278943.66425,318524.795378,6278943.66425,63.0,92.0,POINT (318524.7953781986 6278943.664246535)
202,774,202945,139.0682853,-33.5836985,777,Tapley Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,64,72,2,M,30,2,12/07/1994,,,,0,10,,,,,,0,,,320732.0,6282329.13188,320731.540952,6282329.13188,320731.540952,6282329.13188,30.0,72.0,POINT (320731.5409516478 6282329.131880321)
203,776,202947,139.0679013,-33.5837185,780,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,80,88,2,M,90,2,12/07/1994,,,,0,10,,,,,,0,,,320696.0,6282326.24896,320695.940796,6282326.24896,320695.940796,6282326.24896,90.0,88.0,POINT (320695.9407955499 6282326.248959709)
204,779,202948,139.0675073,-33.5838035,781,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,255,263,2,M,34,2,12/07/1994,,,,0,50,,,,,,0,,,320660.0,6282316.1404,320659.547023,6282316.1404,320659.547023,6282316.1404,34.0,263.0,POINT (320659.54702282045 6282316.140395483)
205,780,202949,139.0680963,-33.5850395,783,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,262,270,2,M,42,2,12/07/1994,,,,0,50,,,,,,0,,,320717.0,6282180.09414,320716.773385,6282180.09414,320716.773385,6282180.09414,42.0,270.0,POINT (320716.77338546456 6282180.094138335)
207,783,202951,139.0662343,-33.5837545,788,Tarcowie Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,257,265,2,M,49,2,12/07/1994,,,,0,50,,,,,,0,,,320541.0,6282319.36826,320541.29022,6282319.36826,320541.29022,6282319.36826,49.0,265.0,POINT (320541.2902199048 6282319.368260765)
208,784,202952,139.0655083,-33.5834175,789,Tarcowie Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,256,264,2,M,51,2,12/07/1994,,,,0,10,,,,,,0,,,320473.0,6282355.48121,320473.207206,6282355.48121,320473.207206,6282355.48121,51.0,264.0,POINT (320473.207206245 6282355.481210157)
210,787,202954,139.0675443,-33.5810765,791,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,268,276,2,M,24,2,12/07/1994,,,,0,50,,,,,,0,,,320657.0,6282618.61562,320657.337281,6282618.61562,320657.337281,6282618.61562,24.0,276.0,POINT (320657.33728054643 6282618.615620663)
211,789,202954,139.0675443,-33.5810765,792,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,85,93,2,M,16,2,12/07/1994,,,,0,10,,,,,,0,,,320657.0,6282618.61562,320657.337281,6282618.61562,320657.337281,6282618.61562,16.0,93.0,POINT (320657.33728054643 6282618.615620663)
214,793,202958,139.0672613,-33.5813625,797,Tapley Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,246,254,2,M,28,2,12/07/1994,,,,0,10,,,,,,0,,,320632.0,6282586.40935,320631.661395,6282586.40935,320631.661395,6282586.40935,28.0,254.0,POINT (320631.6613951741 6282586.4093453735)
