,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
5254,17808,240718,138.1032854,-33.9923514,24480,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,109,116,2,M,44,2,26/09/1991,,,,1,250,,,,,,0,,,232428.0,6234908.6002,232427.649116,6234908.6002,232427.649116,6234908.6002,44.0,116.0,POINT (232427.6491162522 6234908.6002020035)
5258,408,199591,139.2542352,-33.6142555,452,Tapley Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,282,290,2,M,74,2,8/12/1994,,,,0,50,,,,,,0,,,338048.0,6279247.12226,338047.556451,6279247.12226,338047.556451,6279247.12226,74.0,290.0,POINT (338047.55645066226 6279247.122262485)
5266,3611,214025,139.0021053,-33.6598905,6462,Wilyerpa Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,22,30,2,M,14,2,1/09/1994,,,,0,10,,,,,,0,,,314752.0,6273763.06471,314752.104176,6273763.06471,314752.104176,6273763.06471,14.0,30.0,POINT (314752.10417639645 6273763.064705459)
5267,3754,214881,139.0796912,-33.6617185,6892,Cox Sandstone Member,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,258,266,2,M,60,2,9/06/1994,,,,0,50,,,,,,0,,,321951.0,6273696.7573,321950.824464,6273696.7573,321950.824464,6273696.7573,60.0,266.0,POINT (321950.8244643311 6273696.757295938)
5268,3774,215020,139.0742182,-33.6338805,6916,Tarcowie Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,259,267,2,M,50,2,9/06/1994,,,,0,50,,,,,,0,,,321386.0,6276774.43579,321385.784056,6276774.43579,321385.784056,6276774.43579,50.0,267.0,POINT (321385.7840557229 6276774.435790582)
5269,3814,215102,139.0802602,-33.6764325,6940,Tapley Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,274,282,2,M,51,2,16/08/1994,,,,0,50,,,,,,0,,,322034.0,6272066.01065,322033.910786,6272066.01065,322033.910786,6272066.01065,51.0,282.0,POINT (322033.91078596236 6272066.010650646)
5273,4095,215948,139.0561463,-33.6706795,7498,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,58,66,2,M,38,2,31/08/1994,,,,0,50,,,,,,0,,,319786.0,6272662.18531,319786.137585,6272662.18531,319786.137585,6272662.18531,38.0,66.0,POINT (319786.137584605 6272662.185308522)
5274,4111,215957,139.0512953,-33.6340975,7508,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,64,72,2,M,46,2,31/08/1994,,,,0,10,,,,,,0,,,319260.0,6276710.53389,319259.845533,6276710.53389,319259.845533,6276710.53389,46.0,72.0,POINT (319259.8455330095 6276710.533885244)
5275,17809,240742,138.1344814,-33.9321064,24507,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,97,104,2,M,29,2,27/09/1991,+,,,1,250,,,,,,0,,,235123.0,6241672.67558,235123.29058,6241672.67558,235123.29058,6241672.67558,29.0,104.0,POINT (235123.29057958449 6241672.6755780075)
5276,6133,218818,139.0516783,-33.6636675,10535,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,73,81,2,M,66,2,1/09/1994,,,,0,50,,,,,,0,,,319357.0,6273431.98996,319357.184782,6273431.98996,319357.184782,6273431.98996,66.0,81.0,POINT (319357.18478224217 6273431.989961965)
5278,6100,218801,139.0427063,-33.6274895,10513,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,70,78,2,M,76,2,31/08/1994,,,,0,50,,,,,,0,,,318449.0,6277428.29015,318449.235104,6277428.29015,318449.235104,6277428.29015,76.0,78.0,POINT (318449.23510443664 6277428.29015341)
5279,4252,216413,139.0611963,-33.6379355,7876,Fortress Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,245,253,2,M,47,2,31/08/1994,,,,0,50,,,,,,0,,,320186.0,6276302.17909,320186.269674,6276302.17909,320186.269674,6276302.17909,47.0,253.0,POINT (320186.26967417804 6276302.179094115)
5280,17813,240757,138.1079864,-33.9231484,24524,Seacliff Sandstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,,0,90,97,20,M,22,10,27/09/1991,,,,1,50,,,,,,0,,,232645.0,6242597.62047,232645.396891,6242597.62047,232645.396891,6242597.62047,22.0,97.0,POINT (232645.39689055475 6242597.620472246)
5282,6168,218875,139.1975512,-33.6346085,10604,Tapley Hill Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,82,90,2,M,77,2,29/09/1994,,,,0,10,,,,,,0,,,332828.0,6276899.9444,332827.71597,6276899.9444,332827.71597,6276899.9444,77.0,90.0,POINT (332827.7159704863 6276899.944402618)
5292,17835,240855,138.1219564,-33.9052044,24568,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,93,100,2,M,37,2,21/10/1991,,,,1,50,,,,,,0,,,233881.0,6244624.47672,233881.443801,6244624.47672,233881.443801,6244624.47672,37.0,100.0,POINT (233881.44380059483 6244624.476724481)
5306,17851,240903,138.1194234,-33.8582114,24605,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,82,89,2,M,11,2,22/10/1991,,,,1,250,,,,,,0,,,233501.0,6249830.80491,233500.925079,6249830.80491,233500.925079,6249830.80491,11.0,89.0,POINT (233500.9250786662 6249830.804907506)
5307,17852,240919,138.1482784,-33.8743414,24625,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,102,109,2,M,22,2,23/10/1991,,,,2,50,,,,,,0,,,236221.0,6248116.02266,236220.985154,6248116.02266,236220.985154,6248116.02266,22.0,109.0,POINT (236220.98515392904 6248116.022663845)
5313,17858,240921,138.1455384,-33.8812184,24629,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,16,23,2,M,20,2,23/10/1991,,,,1,50,,,,,,0,,,235989.0,6247346.12631,235988.662924,6247346.12631,235988.662924,6247346.12631,20.0,23.0,POINT (235988.66292385798 6247346.126305185)
5315,17860,240930,138.1215254,-33.8749554,24639,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,86,93,2,M,24,2,23/10/1991,,,,1,50,,,,,,0,,,233748.0,6247978.86067,233747.500125,6247978.86067,233747.500125,6247978.86067,24.0,93.0,POINT (233747.500125209 6247978.860674211)
5318,17868,241029,138.1561954,-33.8372034,24699,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,93,100,2,M,15,2,25/10/1991,,,,1,50,,,,,,0,,,236840.0,6252255.9627,236839.515703,6252255.9627,236839.515703,6252255.9627,15.0,100.0,POINT (236839.51570337877 6252255.962702825)
5319,17869,241029,138.1561954,-33.8372034,24699,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,92,99,2,M,17,2,25/10/1991,,,,3,50,,,,,,0,,,236840.0,6252255.9627,236839.515703,6252255.9627,236839.515703,6252255.9627,17.0,99.0,POINT (236839.51570337877 6252255.962702825)
5320,17870,241029,138.1561954,-33.8372034,24699,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,93,100,2,M,20,2,25/10/1991,,,,2,50,,,,,,0,,,236840.0,6252255.9627,236839.515703,6252255.9627,236839.515703,6252255.9627,20.0,100.0,POINT (236839.51570337877 6252255.962702825)
5321,17871,241036,138.1699654,-33.8306264,24708,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,97,104,2,M,49,2,25/10/1991,,,,1,250,,,,,,0,,,238094.0,6253020.70055,238094.083134,6253020.70055,238094.083134,6253020.70055,49.0,104.0,POINT (238094.08313445625 6253020.700554462)
5322,17872,241036,138.1699654,-33.8306264,24708,Bunyeroo Formation,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,98,105,2,M,44,2,25/10/1991,,,,2,50,,,,,,0,,,238094.0,6253020.70055,238094.083134,6253020.70055,238094.083134,6253020.70055,44.0,105.0,POINT (238094.08313445625 6253020.700554462)
5334,17889,241086,138.9964533,-33.0946135,24743,Waukaringa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,125,133,2,M,80,2,18/06/1992,,,,1,250,,,,,,0,,,313022.0,6336438.62672,313021.526638,6336438.62672,313021.526638,6336438.62672,80.0,133.0,POINT (313021.52663786826 6336438.626719926)
5336,17891,241091,138.9920333,-33.0987455,24748,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,130,138,2,M,83,2,18/06/1992,,,,1,10,,,,,,0,,,312618.0,6335972.54205,312617.739088,6335972.54205,312617.739088,6335972.54205,83.0,138.0,POINT (312617.7390879069 6335972.542054633)
5337,17892,241092,138.9937133,-33.0988395,24749,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,120,128,5,M,75,5,18/06/1992,,,,1,10,,,,,,0,,,312775.0,6335965.11929,312774.741164,6335965.11929,312774.741164,6335965.11929,75.0,128.0,POINT (312774.7411642599 6335965.119291309)
5339,17898,241099,139.0271573,-33.0743795,24759,Ulupa Siltstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,100,108,2,M,45,2,18/06/1992,,,,1,250,,,,,,0,,,315845.0,6338736.6645,315845.213597,6338736.6645,315845.213597,6338736.6645,45.0,108.0,POINT (315845.21359740687 6338736.664496945)
5340,17900,241100,139.0263493,-33.0740115,24760,Seacliff Sandstone,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,110,118,2,M,78,2,18/06/1992,,,,1,10,,,,,,0,,,315769.0,6338776.05302,315769.011361,6338776.05302,315769.011361,6338776.05302,78.0,118.0,POINT (315769.0113606149 6338776.053024655)
5343,17903,241103,138.9969573,-33.1107685,24763,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,330,338,2,M,21,2,23/11/1992,,,,1,10,,,,,,0,,,313103.0,6334648.10577,313102.787128,6334648.10577,313102.787128,6334648.10577,21.0,338.0,POINT (313102.7871277741 6334648.105770389)
5344,17904,241104,138.9965983,-33.1106215,24764,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,157,165,2,M,39,2,23/11/1992,,,,1,50,,,,,,0,,,313069.0,6334663.76642,313068.973012,6334663.76642,313068.973012,6334663.76642,39.0,165.0,POINT (313068.9730121344 6334663.7664200775)
5345,17906,241105,138.9970573,-33.1101555,24765,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,?,0,DEL,0,160,168,2,M,47,2,23/11/1992,,,,1,10,,,,,,0,,,313111.0,6334716.25938,313110.82075,6334716.25938,313110.82075,6334716.25938,47.0,168.0,POINT (313110.8207501107 6334716.259376461)
5350,17912,225045,139.0726043,-33.0675975,14456,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,280,288,2,M,63,2,13/06/1992,,,,1,10,,,,,,0,,,320074.0,6339567.53973,320074.308808,6339567.53973,320074.308808,6339567.53973,63.0,288.0,POINT (320074.3088075977 6339567.539726462)
5365,17941,241183,139.2010133,-33.1230985,24818,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,82,90,2,M,46,2,6/05/1990,,,,1,250,,,,,,0,,,332169.0,6333626.16175,332168.717789,6333626.16175,332168.717789,6333626.16175,46.0,90.0,POINT (332168.71778915875 6333626.161746696)
5370,17951,241204,139.1909263,-33.0974595,24827,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,313,321,2,M,80,2,11/10/1991,,,,1,50,,,,,,0,,,331179.0,6336452.93145,331178.502942,6336452.93145,331178.502942,6336452.93145,80.0,321.0,POINT (331178.50294216326 6336452.931446782)
5371,17953,241207,139.1921813,-33.0978755,24837,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,303,311,2,M,71,2,11/10/1991,,,,1,50,,,,,,0,,,331296.0,6336408.8231,331296.429521,6336408.8231,331296.429521,6336408.8231,71.0,311.0,POINT (331296.42952099367 6336408.823097626)
5372,17955,241223,139.1934613,-33.0980525,24840,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,302,310,2,M,65,2,11/10/1991,,,,1,10,,,,,,0,,,331416.0,6336391.25489,331416.231798,6336391.25489,331416.231798,6336391.25489,65.0,310.0,POINT (331416.2317984523 6336391.254894668)
5373,17958,241225,139.1950493,-33.0980235,24842,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,304,312,2,M,76,2,11/10/1991,,,,1,250,,,,,,0,,,331564.0,6336397.02211,331564.386442,6336397.02211,331564.386442,6336397.02211,76.0,312.0,POINT (331564.3864418658 6336397.022107192)
5374,17959,241226,139.1963043,-33.0976885,24843,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,80,2,11/10/1991,,,,1,10,,,,,,0,,,331681.0,6336436.18323,331680.878349,6336436.18323,331680.878349,6336436.18323,80.0,308.0,POINT (331680.878349455 6336436.183230967)
5375,17960,241227,139.1969613,-33.0981435,24844,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,310,318,2,M,77,2,11/10/1991,,,,1,10,,,,,,0,,,331743.0,6336386.78519,331743.064459,6336386.78519,331743.064459,6336386.78519,77.0,318.0,POINT (331743.06445900584 6336386.785192164)
5376,17962,241228,139.1979663,-33.0985285,24845,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,304,312,2,M,75,2,11/10/1991,,,,1,50,,,,,,0,,,331838.0,6336345.70674,331837.595621,6336345.70674,331837.595621,6336345.70674,75.0,312.0,POINT (331837.59562061075 6336345.706739726)
5377,17963,241229,139.1980343,-33.0991065,24846,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,85,2,11/10/1991,,,,1,10,,,,,,0,,,331845.0,6336281.72473,331845.043202,6336281.72473,331845.043202,6336281.72473,85.0,308.0,POINT (331845.04320182063 6336281.724731544)
5378,17965,241231,139.1978383,-33.0976495,24849,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,303,311,2,M,85,2,11/10/1991,,,,1,10,,,,,,0,,,331824.0,6336442.96865,331823.974642,6336442.96865,331823.974642,6336442.96865,85.0,311.0,POINT (331823.97464226664 6336442.9686547965)
5379,17967,241232,139.1988293,-33.0960755,24850,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,310,318,2,M,88,2,11/10/1991,,,,1,10,,,,,,0,,,331913.0,6336619.08895,331913.469212,6336619.08895,331913.469212,6336619.08895,88.0,318.0,POINT (331913.4692118138 6336619.088950128)
5380,17969,241233,139.1893383,-33.0974525,24851,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,301,309,2,M,82,2,11/10/1991,,,,1,10,,,,,,0,,,331030.0,6336451.15026,331030.27843,6336451.15026,331030.27843,6336451.15026,82.0,309.0,POINT (331030.27843046223 6336451.150258301)
5402,18001,241272,139.1602183,-33.0941025,24888,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,287,295,2,M,78,2,11/10/1991,,,,1,50,,,,,,0,,,328306.0,6336775.3209,328305.927525,6336775.3209,328305.927525,6336775.3209,78.0,295.0,POINT (328305.92752490775 6336775.320903266)
5409,18015,241292,138.1167354,-33.7831144,24911,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,84,91,2,M,12,2,13/11/1991,,,,1,50,,,,,,0,,,233019.0,6258154.23253,233018.634872,6258154.23253,233018.634872,6258154.23253,12.0,91.0,POINT (233018.63487229223 6258154.232531458)
5410,18017,241300,138.1185624,-33.7822244,24914,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,97,104,2,M,10,2,13/11/1991,,,,1,250,,,,,,0,,,233185.0,6258257.69635,233185.10115,6258257.69635,233185.10115,6258257.69635,10.0,104.0,POINT (233185.10115004698 6258257.696351411)
5426,18036,241342,138.1566784,-33.8076404,24945,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,120,127,2,M,4,2,14/11/1991,,,,3,50,,,,,,0,,,236794.0,6255536.53836,236793.567036,6255536.53836,236793.567036,6255536.53836,4.0,127.0,POINT (236793.567035701 6255536.538363673)
5439,18057,241377,139.1661703,-33.0951905,24990,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,292,300,2,M,71,2,12/10/1991,,,,1,50,,,,,,0,,,328864.0,6336664.40581,328863.572836,6336664.40581,328863.572836,6336664.40581,71.0,300.0,POINT (328863.57283579675 6336664.4058069615)
5440,18058,241378,139.1620533,-33.0949365,24991,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,290,298,2,M,46,2,12/10/1991,,,,1,10,,,,,,0,,,328479.0,6336685.84522,328478.81962,6336685.84522,328478.81962,6336685.84522,46.0,298.0,POINT (328478.8196198152 6336685.845222594)
5441,18060,241379,139.1626753,-33.0955385,24992,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,294,302,2,M,47,2,12/10/1991,,,,1,50,,,,,,0,,,328538.0,6336620.1095,328538.043342,6336620.1095,328538.043342,6336620.1095,47.0,302.0,POINT (328538.0433418426 6336620.109501598)
5444,18064,241383,139.1676673,-33.0741635,24996,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,112,120,2,M,75,2,12/10/1991,,,,1,50,,,,,,0,,,328963.0,6338998.41988,328962.578077,6338998.41988,328962.578077,6338998.41988,75.0,120.0,POINT (328962.5780770441 6338998.419876654)
5448,18074,241414,138.2623304,-33.8665064,25032,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,231,238,15,M,14,5,19/11/1991,,,,3,50,,,,,,0,,,246751.0,6249272.2371,246750.551238,6249272.2371,246750.551238,6249272.2371,14.0,238.0,POINT (246750.5512382113 6249272.2371034715)
5452,18078,241421,138.2623004,-33.9065184,25037,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,254,261,2,M,18,2,20/11/1991,,,,3,50,,,,,,0,,,246866.0,6244833.86326,246866.10592,6244833.86326,246866.10592,6244833.86326,18.0,261.0,POINT (246866.10592024977 6244833.863259586)
5454,18080,241423,138.2628784,-33.8930694,25038,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,245,252,2,M,45,2,20/11/1991,,,,1,50,,,,,,0,,,246880.0,6246327.11117,246879.785411,6246327.11117,246879.785411,6246327.11117,45.0,252.0,POINT (246879.78541126382 6246327.11116608)
5458,18084,241427,138.2722544,-33.9349324,25042,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,83,90,2,M,7,2,20/11/1991,+,,,2,50,,,,,,0,,,247871.0,6241706.57218,247870.539785,6241706.57218,247870.539785,6241706.57218,7.0,90.0,POINT (247870.5397846306 6241706.572181802)
5469,18095,241738,138.1008714,-33.9931734,25184,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,,0,108,115,2,M,26,2,3/03/1992,,,,1,50,,,,,,0,,,232207.0,6234811.10164,232207.175576,6234811.10164,232207.175576,6234811.10164,26.0,115.0,POINT (232207.17557559285 6234811.101644816)
5473,18100,241757,139.1527863,-33.0867575,25215,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,292,300,2,M,69,2,12/10/1991,,,,1,50,,,,,,0,,,327598.0,6337577.58159,327597.912075,6337577.58159,327597.912075,6337577.58159,69.0,300.0,POINT (327597.9120754319 6337577.581585184)
5474,18102,241771,139.1685753,-33.0928995,25216,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,296,304,5,M,85,5,12/10/1991,,,,1,10,,,,,,0,,,329084.0,6336922.36465,329083.607823,6336922.36465,329083.607823,6336922.36465,85.0,304.0,POINT (329083.60782296816 6336922.364651895)
5475,18104,241772,139.1689653,-33.0923365,25217,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,293,301,2,M,73,2,12/10/1991,,,,1,50,,,,,,0,,,329119.0,6336985.42823,329118.919674,6336985.42823,329118.919674,6336985.42823,73.0,301.0,POINT (329118.91967363603 6336985.428233542)
5476,18105,241773,139.1705453,-33.0927825,25218,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,68,2,12/10/1991,,,,1,50,,,,,,0,,,329267.0,6336938.54661,329267.25584,6336938.54661,329267.25584,6336938.54661,68.0,308.0,POINT (329267.2558402258 6336938.546609342)
5487,18123,241796,139.1648713,-33.1005035,25235,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,294,302,2,M,62,2,12/10/1991,,,,1,50,,,,,,0,,,328753.0,6336073.15359,328752.638402,6336073.15359,328752.638402,6336073.15359,62.0,302.0,POINT (328752.6384018229 6336073.15359086)
5489,18127,241806,139.1777173,-33.1166175,25242,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,287,295,2,M,86,2,13/10/1991,,,,1,50,,,,,,0,,,329983.0,6334307.25987,329982.596157,6334307.25987,329982.596157,6334307.25987,86.0,295.0,POINT (329982.59615651425 6334307.259865835)
5491,18131,241811,139.1654953,-33.1016265,25248,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,292,300,2,M,58,2,14/10/1991,,,,1,50,,,,,,0,,,328813.0,6335949.64856,328813.053982,6335949.64856,328813.053982,6335949.64856,58.0,300.0,POINT (328813.05398202623 6335949.648559026)
5493,18133,241813,139.1876293,-33.1055255,25251,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,304,312,2,M,79,2,14/10/1991,,,,1,50,,,,,,0,,,330886.0,6335553.22527,330886.243266,6335553.22527,330886.243266,6335553.22527,79.0,312.0,POINT (330886.2432662704 6335553.225268468)
